NOME;FASE;TURMA;ANO_INGRESSO;BOLSISTA;INDE;CG;CF;CT;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;NOTA_PORT;NOTA_MAT;NOTA_ING;QTD_AVAL;IPP;REC_AVA_1;REC_AVA_2;REC_AVA_3;REC_AVA_4;INDICADO_BOLSA;PONTO_VIRADA;IPV;IAN;NIVEL_IDEAL;ANO
ALUNO-1162;0.0;V;2022.0;Não;7.300023367521367;395.0;115.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.504273504273504;7.5;7.183333333333334;8.566666666666666;5.8;;2.0;5.625;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.5;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1163;7.0;D;2022.0;Não;6.944792333333333;508.0;9.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;9.166666666666666;7.5;3.75;7.0;0.5;;4.0;7.03125;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;7.249995;5.0;Fase 8 (Universitários);2022
ALUNO-1165;4.0;B;2019.0;Não;6.926393898268398;516.0;42.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.66667;6.449675324675325;7.5;6.666666666666667;6.0;5.333333333333333;8.666666666666666;4.0;8.28125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.7916675;5.0;Fase 5 (1º EM);2022
ALUNO-1167;2.0;I;2019.0;Não;7.184480244200245;435.0;66.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.887667887667888;7.5;3.5;2.0;5.0;;3.0;6.458333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.555556666666667;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-1168;1.0;M;2020.0;Não;7.180380522045855;438.0;112.0;9.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.91668;8.27689594356261;7.5;6.666666666666666;6.833333333333333;6.5;;3.0;5.833333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.333333333333333;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1169;2.0;F;2022.0;Não;7.502992564102563;308.0;46.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.41668;9.487179487179487;5.0;7.25;6.5;8.0;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.944443333333333;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-1170;1.0;H;2019.0;Não;6.281145375891421;691.0;167.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.009891879457097;7.5;4.75;4.333333333333333;5.166666666666667;;2.0;5.625;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6.833325;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1171;4.0;F;2019.0;Sim;8.63847438888889;24.0;3.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.895833333333334;5.625;7.911111111111111;9.666666666666666;7.666666666666667;6.4;4.0;7.8125;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9.5000075;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1174;6.0;A;2019.0;Sim;4.949617787439614;825.0;18.0;18.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;5.366847826086957;5.0;5.877777777777777;2.333333333333333;5.3;10.0;4.0;6.5625;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Não;Não;5.222213333333333;5.0;Fase 7 (3º EM);2022
ALUNO-1176;6.0;A;2017.0;Sim;8.523222128427129;31.0;4.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.940746753246753;7.5;8.555555555555555;9.0;7.0;9.666666666666666;4.0;8.90625;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;9.833343333333334;5.0;Fase 7 (3º EM);2022
ALUNO-1177;1.0;J;2022.0;Não;7.064253429951691;466.0;119.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.015700483091788;7.5;4.916666666666666;4.333333333333333;5.5;;3.0;5.833333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.222223333333333;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1179;2.0;L;2022.0;Não;6.646760592592592;607.0;102.0;14.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.41668;9.62962962962963;7.5;2.25;0.5;4.0;;3.0;6.458333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.666666666666667;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1180;2.0;P;2022.0;Não;6.142593037037038;703.0;129.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;0.0;6.018518518518519;7.5;7.0;6.0;8.0;;3.0;6.666666666666666;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8.111113333333336;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1181;1.0;J;2019.0;Não;7.455557555555556;333.0;87.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.444444444444445;7.5;7.083333333333334;6.166666666666667;8.0;;3.0;5.833333333333334;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7.333333333333333;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1182;0.0;R;2021.0;Não;7.886571512820513;175.0;47.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.097435897435895;5.0;9.616666666666667;9.7;9.533333333333331;;2.0;3.4375;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.249995;10.0;ALFA  (2º e 3º ano);2022
ALUNO-1184;1.0;U;2022.0;Não;7.475002333333333;326.0;85.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.666666666666666;7.5;6.0;5.0;7.0;;2.0;6.25;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.833335;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1185;1.0;A;2022.0;Não;7.461113333333333;329.0;86.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.50002;9.666666666666666;7.5;7.0;6.0;8.0;;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.722223333333334;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1186;3.0;M;2022.0;Não;4.733141106060606;838.0;136.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.41665;4.53030303030303;7.5;2.5;5.0;0.0;;4.0;5.9375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;4.7083275;5.0;Fase 4 (9º ano);2022
ALUNO-1190;3.0;M;2019.0;Não;6.929611095238096;514.0;66.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;7.413690476190476;6.875;5.000000000000001;6.666666666666667;5.5;2.833333333333333;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Sim;Não;6.166655;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1191;4.0;F;2017.0;Sim;8.180903944444445;89.0;9.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;9.333333333333334;5.0;7.888888888888889;7.5;7.166666666666667;9.0;4.0;8.28125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8.2916725;10.0;Fase 4 (9º ano);2022
ALUNO-1192;2.0;K;2022.0;Não;6.725002000000001;578.0;94.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.666666666666666;7.5;3.25;1.0;5.5;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.333333333333333;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1194;1.0;A;2022.0;Não;7.677713417989418;242.0;63.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.756613756613756;7.5;7.083333333333333;8.166666666666666;6.0;;3.0;6.041666666666667;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.277776666666666;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1195;4.0;A;2020.0;Sim;8.645932539215686;22.0;2.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;9.419934640522875;8.125;7.955555555555556;6.666666666666667;7.5;9.7;4.0;8.75;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8.6666725;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1199;0.0;L;2021.0;Não;7.645834666666667;255.0;71.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;7.083333333333334;7.0;7.166666666666667;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.58333;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1202;1.0;U;2022.0;Não;7.451335164578111;335.0;88.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.798329156223893;7.5;6.916666666666666;6.5;7.333333333333333;;2.0;6.25;Promovido de Fase;Promovido de Fase;;;Não;Não;8.16667;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1203;0.0;H;2022.0;Não;8.154543650793652;96.0;26.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.670634920634921;8.125;8.133333333333333;8.5;7.766666666666667;;2.0;5.3125;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.24999;10.0;ALFA  (2º e 3º ano);2022
ALUNO-1204;1.0;P;2021.0;Não;7.750398603174604;216.0;55.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.682539682539682;6.875;7.333333333333334;7.0;7.666666666666667;;3.0;6.041666666666667;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.777776666666666;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1206;1.0;B;2021.0;Não;8.072224444444444;124.0;29.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.88888888888889;7.5;8.0;7.833333333333333;8.166666666666666;;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.555556666666667;10.0;Fase 1 (4º ano);2022
ALUNO-1207;2.0;L;2022.0;Não;7.940280666666667;159.0;21.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;7.5;10.0;5.0;;3.0;6.458333333333333;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8.222226666666668;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1208;0.0;K;2022.0;Não;8.259535082249474;71.0;18.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.251827077914037;7.5;9.733333333333334;9.866666666666667;9.6;;2.0;5.625;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;8.500005;5.0;Fase 1 (4º ano);2022
ALUNO-1209;0.0;O;2022.0;Não;7.334936230769231;381.0;114.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.945512820512821;7.5;4.083333333333333;3.666666666666667;4.5;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.333325;10.0;ALFA  (2º e 3º ano);2022
ALUNO-1210;0.0;T;2021.0;Não;7.249737116402116;412.0;121.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.248677248677248;6.875;7.583333333333334;8.333333333333334;6.833333333333333;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;7.916665;5.0;Fase 1 (4º ano);2022
ALUNO-1211;0.0;R;2021.0;Não;6.575448717948719;635.0;170.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.91668;5.673076923076924;5.625;7.266666666666667;8.866666666666667;5.666666666666667;;2.0;5.0;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.66666;5.0;Fase 1 (4º ano);2022
ALUNO-1213;3.0;A;2022.0;Não;7.3354175;380.0;44.0;10.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.66668;6.875;8.75;6.25;5.0;7.5;;4.0;7.1875;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não;Não;7.2499975;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1214;1.0;M;2021.0;Não;7.692903234567901;236.0;62.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.006172839506172;7.5;9.0;9.166666666666666;8.833333333333334;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7.333333333333333;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1215;2.0;B;2019.0;Não;7.908336;167.0;24.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.625;8.5;8.5;8.5;;3.0;6.458333333333334;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Sim;Não;8.000003333333334;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1217;4.0;A;2016.0;Sim;7.83582013255232;189.0;17.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.775967329428265;6.25;8.533333333333333;9.0;7.5;9.1;4.0;8.90625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8.83334;5.0;Fase 5 (1º EM);2022
ALUNO-1219;5.0;A;2017.0;Sim;8.005754301587302;140.0;10.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.66666;8.36904761904762;7.5;8.055555555555555;6.666666666666667;8.0;9.5;3.0;6.041666666666666;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Sim;8.500005;10.0;Fase 5 (1º EM);2022
ALUNO-1220;5.0;C;2022.0;Não;5.271367632478633;804.0;55.0;5.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;3.040865384615384;7.5;3.277777777777778;4.5;3.0;2.333333333333333;4.0;5.9375;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Sim;Não;7.27778;5.0;Fase 7 (3º EM);2022
ALUNO-1221;3.0;K;2021.0;Sim;8.045898786731787;133.0;20.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;9.211436711436711;7.5;7.122222222222223;5.666666666666667;7.0;8.700000000000001;4.0;8.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7.333335;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1223;3.0;K;2019.0;Não;6.806094361305362;553.0;71.0;10.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.66666;6.862082362082362;7.5;5.944444444444444;5.0;6.833333333333333;6.0;4.0;7.03125;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;5.62499;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1224;2.0;I;2022.0;Não;6.775947831501832;563.0;89.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.416679999999999;8.824175824175825;6.25;4.666666666666666;4.0;5.333333333333333;;3.0;6.666666666666666;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.722223333333334;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1226;3.0;K;2019.0;Não;6.618397615273615;620.0;80.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;6.826368076368077;7.5;4.0;4.666666666666667;6.333333333333333;1.0;4.0;7.03125;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;5.62499;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1227;5.0;A;2022.0;Não;6.304434274042951;687.0;42.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.411064425770308;7.5;3.944444444444445;1.5;4.166666666666667;6.166666666666667;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7.0416625;5.0;Fase 7 (3º EM);2022
ALUNO-1230;4.0;L;2017.0;Sim;8.063313842911878;128.0;12.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.08333;9.788793103448276;5.625;7.611111111111111;5.333333333333333;7.833333333333333;9.666666666666666;4.0;8.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;7.5;10.0;Fase 4 (9º ano);2022
ALUNO-1231;2.0;J;2017.0;Não;5.852247249848761;744.0;137.0;6.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.698729582577132;6.875;2.833333333333333;3.333333333333333;2.333333333333333;;3.0;6.25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7.166663333333333;5.0;Fase 4 (9º ano);2022
ALUNO-1233;6.0;A;2017.0;Sim;6.032563917069858;722.0;15.0;15.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.774279029793735;6.875;6.855555555555555;7.666666666666667;5.1;7.8;4.0;7.96875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.111109999999999;10.0;Fase 6 (2º EM);2022
ALUNO-1235;5.0;B;2022.0;Não;7.712230603896105;232.0;13.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;7.70698051948052;7.5;9.333333333333334;9.0;9.5;9.5;3.0;6.458333333333334;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;;Sim;Não;7.8750025;5.0;Fase 7 (3º EM);2022
ALUNO-1236;3.0;N;2022.0;Não;6.859437909090909;536.0;70.0;8.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.083340000000001;8.139204545454547;5.0;4.666666666666667;4.333333333333333;5.666666666666667;4.0;3.0;7.34375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;6.777773333333332;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-1237;3.0;G;2019.0;Não;5.3185395;800.0;121.0;8.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.83332;5.604166666666667;7.5;3.733333333333334;3.0;2.833333333333333;5.366666666666667;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;4.4166625;5.0;Fase 5 (1º EM);2022
ALUNO-1239;2.0;F;2021.0;Não;7.747224000000001;217.0;34.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.791666666666666;7.5;6.916666666666666;5.333333333333333;8.5;;3.0;6.666666666666666;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.944443333333333;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-1243;0.0;R;2022.0;Não;7.496892358974359;313.0;90.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.061538461538461;5.625;7.433333333333334;8.266666666666667;6.6;;2.0;4.6875;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.33333;10.0;ALFA  (2º e 3º ano);2022
ALUNO-1244;1.0;B;2019.0;Não;7.591205925925927;276.0;73.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;7.962962962962963;7.5;8.416666666666666;8.166666666666666;8.666666666666666;;3.0;6.041666666666667;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7.555556666666667;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-1245;5.0;B;2022.0;Não;5.665042956709957;768.0;50.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.616883116883117;7.5;4.5;3.0;6.0;;3.0;4.583333333333333;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;;Não;Não;5.916665;5.0;Fase 7 (3º EM);2022
ALUNO-1246;0.0;O;2022.0;Não;8.064310288084464;126.0;35.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.675716440422322;7.5;7.25;8.0;6.5;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.333325;10.0;ALFA  (2º e 3º ano);2022
ALUNO-1247;2.0;U;2022.0;Não;3.633136754696726;860.0;155.0;16.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.978193773483628;5.625;0.6666666666666666;0.3333333333333333;1.0;;3.0;5.416666666666667;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;4.49999;5.0;Fase 3 (7º e 8º ano);2022
