INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Rede Decisão/União;ALUNO-1248;13;3;3G;Não;8.442778666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.2;6.875;7.666666666666667;8.541666666666666;8.055553333333332;10.0;2020
Rede Decisão/União;ALUNO-1249;14;3;5F;Sim;8.006044;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;7.9;6.25;6.0;8.59375;9.125005;10.0;2020
Escola Pública;ALUNO-1250;13;1;3R;Não;6.484720666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.66666;5.0;7.5;3.333333333333333;8.125;7.94444;10.0;2020
Escola Pública;ALUNO-1251;14;0;3M;Não;7.613959833333333;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.7;10.0;7.666666666666667;7.65625;7.7916675;5.0;2020
Escola Pública;ALUNO-1252;16;2;6B;Não;5.802082833333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;6.5;7.5;3.1666666666666665;7.1875;6.9999975;10.0;2020
Escola Pública;ALUNO-1253;10;1;0G;Não;7.429166;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;5.625;10.0;2.5;6.3333200000000005;5.0;2020
Escola Pública;ALUNO-1254;12;2;2D;Não;6.518752000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;3.5;6.875;8.0;7.8125;7.0;5.0;2020
Escola Pública;ALUNO-1256;15;2;4A;Não;5.397779;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;4.6;7.5;0.0;7.916666666666668;8.222226666666668;5.0;2020
Escola Pública;ALUNO-1257;14;1;3M;Não;7.6402105;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;6.8;7.5;8.0;7.96875;8.166667499999999;5.0;2020
Escola Pública;ALUNO-1260;10;0;1C;Não;7.975835333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.9;7.5;9.0;7.291666666666667;7.333333333333333;5.0;2020
Rede Decisão/União;ALUNO-1261;15;4;5G;Não;5.436457833333334;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.5;3.125;0.6666666666666666;6.40625;5.2916625;10.0;2020
Escola Pública;ALUNO-1262;15;0;4A;Não;6.840279333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;9.0;7.5;2.6666666666666665;8.125;8.055560000000002;5.0;2020
Escola Pública;ALUNO-1264;10;1;1H;Não;8.110557333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.4;7.5;9.5;7.916666666666668;7.444443333333333;5.0;2020
Escola Pública;ALUNO-1265;16;1;4B;Não;8.124446333333335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;9.9;7.5;7.666666666666667;8.749999999999998;8.055560000000002;5.0;2020
Escola Pública;ALUNO-1266;12;2;2R;Não;7.463612666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.7;5.0;7.5;7.291666666666667;8.22222;5.0;2020
